iter,E0.1_Steps,E0.1_Time,E0.1_Rewards,E0.1_Convergence,E0.3_Steps,E0.3_Time,E0.3_Rewards,E0.3_Convergence,E0.5_Steps,E0.5_Time,E0.5_Rewards,E0.5_Convergence
465,14,0.000681,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
466,15,0.000728,-14,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
467,14,0.000709,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
468,14,0.00068,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,18,0.000878,82,7.105427357601E-14
469,16,0.000767,84,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
470,14,0.00068,86,7.105427357601E-14,18,0.000861,-17,7.105427357601E-14,16,0.000785,84,7.105427357601E-14
471,16,0.000785,84,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
472,14,0.000694,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
473,34,0.001572,-33,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,17,0.000833,-16,7.105427357601E-14
474,14,0.000679,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,25,0.001183,-24,7.105427357601E-14
475,14,0.000698,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,15,0.000735,85,7.105427357601E-14
476,14,0.000683,86,7.105427357601E-14,15,0.000727,85,7.105427357601E-14,15,0.000738,85,7.105427357601E-14
477,14,0.00068,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
478,17,0.000812,83,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,28,0.001321,-27,7.105427357601E-14
479,14,0.000697,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
480,16,0.00077,84,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,43,0.002022,-240,7.105427357601E-14
481,14,0.000678,86,7.105427357601E-14,16,0.000763,84,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
482,14,0.000678,86,7.105427357601E-14,21,0.000993,-20,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
483,14,0.000679,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
484,14,0.000694,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
485,15,0.000724,85,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
486,14,0.000679,86,7.105427357601E-14,18,0.000853,-17,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
487,14,0.000677,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,17,0.000824,83,7.105427357601E-14
488,14,0.000679,86,7.105427357601E-14,27,0.001257,-26,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
489,14,0.000682,86,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
490,14,0.000685,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,80,0.003678,-79,7.105427357601E-14
491,14,0.000679,86,7.105427357601E-14,46,0.002098,-45,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
492,14,0.000679,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
493,14,0.000697,86,7.105427357601E-14,40,0.001851,-39,7.105427357601E-14,16,0.000807,84,7.105427357601E-14
494,14,0.000682,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
495,14,0.000683,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,16,0.000786,84,7.105427357601E-14
496,14,0.000674,86,7.105427357601E-14,15,0.000725,-14,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
497,15,0.000727,-14,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
498,14,0.000699,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
499,81,0.003655,-80,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,19,0.000923,-18,7.105427357601E-14
500,14,0.000679,86,7.105427357601E-14,28,0.001296,-27,7.105427357601E-14,15,0.000739,85,7.105427357601E-14
501,14,0.000675,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
502,14,0.000676,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,15,0.000761,85,7.105427357601E-14
503,14,0.000692,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
504,14,0.000678,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
505,14,0.000674,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
506,14,0.000676,86,7.105427357601E-14,16,0.000763,84,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
507,14,0.000678,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,15,0.000739,-14,7.105427357601E-14
508,14,0.000694,86,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,17,0.000827,83,7.105427357601E-14
509,14,0.000678,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,52,0.00244,-51,7.105427357601E-14
510,14,0.000677,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
511,14,0.000678,86,7.105427357601E-14,14,0.000672,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
512,14,0.000675,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,30,0.001411,-29,7.105427357601E-14
513,14,0.000678,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,28,0.001333,-27,7.105427357601E-14
514,14,0.000683,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,20,0.000955,80,7.105427357601E-14
515,14,0.000684,86,7.105427357601E-14,162,0.007254,-161,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
516,14,0.00068,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,18,0.000893,82,7.105427357601E-14
517,14,0.000697,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,38,0.001781,-37,7.105427357601E-14
518,14,0.000685,86,7.105427357601E-14,14,0.000702,86,7.105427357601E-14,20,0.000963,80,7.105427357601E-14
519,14,0.000676,86,7.105427357601E-14,21,0.00099,79,7.105427357601E-14,14,0.000702,86,7.105427357601E-14
520,14,0.000681,86,7.105427357601E-14,15,0.000724,-14,7.105427357601E-14,18,0.000876,82,7.105427357601E-14
521,14,0.000676,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
522,14,0.00069,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,36,0.001713,-35,7.105427357601E-14
523,14,0.000679,86,7.105427357601E-14,15,0.000725,85,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
524,14,0.000674,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
525,14,0.000676,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,18,0.000869,-17,7.105427357601E-14
526,14,0.000675,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
527,15,0.000719,85,7.105427357601E-14,15,0.00073,85,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
528,14,0.000678,86,7.105427357601E-14,15,0.000726,85,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
529,14,0.000676,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
530,99,0.004464,-98,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
531,14,0.000692,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,17,0.00085,83,7.105427357601E-14
532,14,0.000679,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
533,14,0.000676,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
534,14,0.000675,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,14,0.000685,86,7.105427357601E-14
535,14,0.000679,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
536,14,0.000679,86,7.105427357601E-14,27,0.001263,-26,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
537,14,0.00068,86,7.105427357601E-14,27,0.001267,-26,7.105427357601E-14,14,0.000685,86,7.105427357601E-14
538,14,0.000678,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
539,14,0.000678,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,17,0.000824,83,7.105427357601E-14
540,14,0.000696,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000711,86,7.105427357601E-14
541,14,0.000683,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
542,14,0.000687,86,7.105427357601E-14,29,0.001354,-127,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
543,14,0.000675,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
544,14,0.000675,86,7.105427357601E-14,29,0.001349,-127,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
545,14,0.000693,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
546,14,0.000677,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14,18,0.000874,-17,7.105427357601E-14
547,14,0.000678,86,7.105427357601E-14,18,0.000861,82,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
548,14,0.000682,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
549,16,0.000771,84,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,17,0.000849,83,7.105427357601E-14
550,14,0.000675,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
551,14,0.00069,86,7.105427357601E-14,15,0.000722,85,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
552,14,0.000679,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
553,14,0.000692,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
554,14,0.000682,86,7.105427357601E-14,21,0.000991,-119,7.105427357601E-14,18,0.000875,-17,7.105427357601E-14
555,14,0.000679,86,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,16,0.000779,84,7.105427357601E-14
556,14,0.000683,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
557,14,0.000682,86,7.105427357601E-14,18,0.000857,-17,7.105427357601E-14,32,0.001529,-31,7.105427357601E-14
558,14,0.000694,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000779,84,7.105427357601E-14
559,14,0.000679,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
560,14,0.000676,86,7.105427357601E-14,16,0.000777,84,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
561,14,0.00069,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
562,14,0.000684,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
563,14,0.000684,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
564,14,0.000684,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
565,17,0.000825,83,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
566,14,0.000682,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,15,0.000758,85,7.105427357601E-14
567,14,0.000705,86,7.105427357601E-14,17,0.000814,83,7.105427357601E-14,21,0.001006,-20,7.105427357601E-14
568,14,0.000681,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,14,0.000711,86,7.105427357601E-14
569,14,0.000684,86,7.105427357601E-14,15,0.000728,85,7.105427357601E-14,15,0.000741,85,7.105427357601E-14
570,14,0.000683,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14,16,0.000789,84,7.105427357601E-14
571,14,0.000684,86,7.105427357601E-14,15,0.000727,85,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
572,14,0.0007,86,7.105427357601E-14,16,0.000768,84,7.105427357601E-14,17,0.000826,83,7.105427357601E-14
573,14,0.000686,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,18,0.000873,82,7.105427357601E-14
574,14,0.000681,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,17,0.000851,83,7.105427357601E-14
575,14,0.000682,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
576,14,0.000682,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
577,14,0.000679,86,7.105427357601E-14,15,0.000723,85,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
578,14,0.000677,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
579,14,0.000685,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
580,14,0.000695,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
581,14,0.000683,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,26,0.001227,-25,7.105427357601E-14
582,14,0.00068,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
583,14,0.000681,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
584,14,0.000688,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14
585,16,0.000786,84,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
586,14,0.000682,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000776,84,7.105427357601E-14
587,14,0.000681,86,7.105427357601E-14,17,0.000813,83,7.105427357601E-14,16,0.000786,84,7.105427357601E-14
588,14,0.000681,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
589,14,0.000683,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
590,14,0.000683,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,16,0.000778,84,7.105427357601E-14
591,14,0.000677,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,15,0.000728,85,7.105427357601E-14
592,14,0.000682,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14,14,0.000731,86,7.105427357601E-14
593,16,0.000787,84,7.105427357601E-14,29,0.001356,-28,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
594,14,0.000694,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
595,14,0.000681,86,7.105427357601E-14,70,0.003193,-267,7.105427357601E-14,42,0.001965,-140,7.105427357601E-14
596,14,0.000685,86,7.105427357601E-14,64,0.002912,-63,7.105427357601E-14,28,0.001327,-27,7.105427357601E-14
597,14,0.000684,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,18,0.000943,82,7.105427357601E-14
598,14,0.000701,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
599,14,0.000698,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,98,0.004491,-97,7.105427357601E-14
600,14,0.000683,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
601,14,0.000691,86,7.105427357601E-14,15,0.000725,85,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
602,14,0.000684,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,18,0.000868,82,7.105427357601E-14
603,14,0.000686,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,16,0.000802,84,7.105427357601E-14
604,14,0.000681,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
605,14,0.000686,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
606,14,0.000686,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
607,14,0.000702,86,7.105427357601E-14,62,0.002813,-61,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
608,14,0.000685,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
609,14,0.000683,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,17,0.000828,83,7.105427357601E-14
610,14,0.000684,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
611,14,0.000679,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,22,0.001052,-120,7.105427357601E-14
612,14,0.0007,86,7.105427357601E-14,17,0.000807,83,7.105427357601E-14,14,0.000711,86,7.105427357601E-14
613,14,0.00068,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
614,14,0.000684,86,7.105427357601E-14,14,0.000672,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
615,14,0.000686,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,16,0.000774,84,7.105427357601E-14
616,14,0.000686,86,7.105427357601E-14,16,0.000775,84,7.105427357601E-14,19,0.00092,81,7.105427357601E-14
617,14,0.000682,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,32,0.001501,-31,7.105427357601E-14
618,14,0.00068,86,7.105427357601E-14,25,0.001178,-24,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
619,14,0.000682,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,18,0.000891,82,7.105427357601E-14
620,14,0.000682,86,7.105427357601E-14,16,0.000776,84,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
621,14,0.000699,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
622,14,0.00068,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,18,0.000871,82,7.105427357601E-14
623,14,0.000683,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
624,14,0.000683,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000702,86,7.105427357601E-14
625,14,0.000679,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,15,0.000739,85,7.105427357601E-14
626,14,0.000699,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,28,0.001318,-27,7.105427357601E-14
627,28,0.001306,-27,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
628,16,0.00077,84,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
629,16,0.000767,84,7.105427357601E-14,16,0.000773,84,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
630,14,0.000684,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
631,14,0.000679,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
632,14,0.000679,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
633,14,0.000679,86,7.105427357601E-14,20,0.000955,-19,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
634,14,0.000687,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
635,14,0.00068,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,22,0.001051,-21,7.105427357601E-14
636,15,0.000728,85,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,16,0.000796,84,7.105427357601E-14
637,14,0.000681,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,41,0.001911,-40,7.105427357601E-14
638,14,0.00068,86,7.105427357601E-14,16,0.000779,84,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
639,14,0.000692,86,7.105427357601E-14,15,0.000724,85,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
640,14,0.000687,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
641,16,0.000771,84,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
642,14,0.00068,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14
643,14,0.000683,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
644,14,0.000687,86,7.105427357601E-14,18,0.000859,-17,7.105427357601E-14,15,0.000747,85,7.105427357601E-14
645,14,0.000686,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.000786,84,7.105427357601E-14
646,14,0.000681,86,7.105427357601E-14,18,0.000851,82,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
647,14,0.000693,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
648,14,0.000691,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
649,14,0.000679,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
650,14,0.000682,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
651,14,0.000684,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
652,14,0.000696,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
653,16,0.00078,84,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,29,0.001396,-28,7.105427357601E-14
654,14,0.000683,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,26,0.001226,-25,7.105427357601E-14
655,16,0.00077,84,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,17,0.000822,83,7.105427357601E-14
656,14,0.000681,86,7.105427357601E-14,14,0.0007,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
657,16,0.000772,84,7.105427357601E-14,189,0.00851,-188,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
658,14,0.000681,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,30,0.001417,-29,7.105427357601E-14
659,14,0.000679,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,16,0.000776,84,7.105427357601E-14
660,14,0.000694,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,18,0.000893,82,7.105427357601E-14
661,14,0.000684,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,55,0.002539,-153,7.105427357601E-14
662,26,0.001221,-25,7.105427357601E-14,15,0.000728,85,7.105427357601E-14,16,0.000787,84,7.105427357601E-14
663,14,0.000681,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,14,0.000683,86,7.105427357601E-14
664,14,0.000682,86,7.105427357601E-14,16,0.000766,84,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
665,16,0.000788,84,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,15,0.000732,-14,7.105427357601E-14
666,14,0.000693,86,7.105427357601E-14,16,0.000766,84,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
667,14,0.000681,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
668,15,0.000739,85,7.105427357601E-14,18,0.000862,82,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
669,16,0.000767,84,7.105427357601E-14,16,0.000768,84,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
670,14,0.000686,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14,15,0.000735,85,7.105427357601E-14
671,16,0.000769,84,7.105427357601E-14,14,0.000688,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
672,14,0.000679,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,29,0.001365,-28,7.105427357601E-14
673,14,0.000698,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
674,14,0.000681,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
675,14,0.000707,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,31,0.001481,-30,7.105427357601E-14
676,14,0.000681,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
677,14,0.000681,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
678,14,0.000694,86,7.105427357601E-14,15,0.000725,85,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
679,14,0.000678,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
680,16,0.000774,84,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
681,14,0.000684,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,19,0.000918,81,7.105427357601E-14
682,14,0.000678,86,7.105427357601E-14,50,0.0023,-49,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
683,14,0.000677,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,30,0.00145,-29,7.105427357601E-14
684,14,0.000679,86,7.105427357601E-14,83,0.003774,-82,7.105427357601E-14,21,0.001008,-20,7.105427357601E-14
685,14,0.000682,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,25,0.001185,-24,7.105427357601E-14
686,14,0.000681,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
687,14,0.000684,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
688,14,0.000679,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
689,14,0.000688,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
690,14,0.000685,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,19,0.00092,-18,7.105427357601E-14
691,14,0.000685,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,16,0.000804,84,7.105427357601E-14
692,14,0.00069,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
693,14,0.000684,86,7.105427357601E-14,15,0.000727,85,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
694,15,0.00073,-14,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
695,14,0.000678,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
696,14,0.000679,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,18,0.00087,82,7.105427357601E-14
697,14,0.000685,86,7.105427357601E-14,15,0.000733,85,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
698,14,0.000687,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
