k,type,score,label
2,Kmeans,0.025679,1
2,Kmeans,0.181644,0
2,Kmeans,0.45451,0
2,Kmeans,0.319984,1
2,Kmeans,0.319693,0
2,Kmeans,0.44269,1
2,Kmeans,0.161022,0
2,Kmeans,0.423537,0
2,Kmeans,0.426499,1
2,Kmeans,0.460107,1
2,Kmeans,0.324465,0
2,Kmeans,0.394214,1
2,Kmeans,0.058789,0
2,Kmeans,0.482934,0
2,Kmeans,0.391622,0
2,Kmeans,0.24876,0
2,Kmeans,0.37222,1
2,Kmeans,0.194957,0
2,Kmeans,0.371527,1
2,Kmeans,0.492954,1
2,Kmeans,0.436737,1
2,Kmeans,0.411761,0
2,Kmeans,0.160098,1
2,Kmeans,0.474578,1
2,Kmeans,0.315932,1
2,Kmeans,0.275451,1
2,Kmeans,0.293413,1
2,Kmeans,0.204116,1
2,Kmeans,0.175905,1
2,Kmeans,0.043527,1
2,Kmeans,0.348594,0
2,Kmeans,0.352306,0
2,Kmeans,0.377494,1
2,Kmeans,0.437513,0
2,Kmeans,0.11469,1
2,Kmeans,0.457945,0
2,Kmeans,0.427798,1
2,Kmeans,0.344959,0
2,Kmeans,0.287173,1
2,Kmeans,0.327068,0
2,Kmeans,0.432508,1
2,Kmeans,0.277837,1
2,Kmeans,0.285625,1
2,Kmeans,0.279094,0
2,Kmeans,0.256988,0
2,Kmeans,0.35842,1
2,Kmeans,0.457539,0
2,Kmeans,0.384542,1
2,Kmeans,0.074578,0
2,Kmeans,0.330259,1
2,Kmeans,0.446305,1
2,Kmeans,0.105831,1
2,Kmeans,0.030138,0
2,Kmeans,0.465787,1
2,Kmeans,0.460363,1
2,Kmeans,0.438425,1
2,Kmeans,0.42793,1
2,Kmeans,0.180674,0
2,Kmeans,-0.000921,0
2,Kmeans,0.346861,1
2,Kmeans,0.254615,0
2,Kmeans,0.474601,0
2,Kmeans,0.450682,1
2,Kmeans,0.424163,0
2,Kmeans,0.339496,0
2,Kmeans,0.449689,0
2,Kmeans,0.452655,0
2,Kmeans,0.317122,1
2,Kmeans,0.46611,1
2,Kmeans,0.346436,0
2,Kmeans,0.445035,1
2,Kmeans,0.281758,1
2,Kmeans,0.29402,0
2,Kmeans,0.393801,1
2,Kmeans,0.056198,0
2,Kmeans,0.080423,1
2,Kmeans,0.39323,0
2,Kmeans,0.421448,0
2,Kmeans,0.431822,0
2,Kmeans,0.055763,0
2,Kmeans,0.115092,0
2,Kmeans,0.353408,1
2,Kmeans,0.167234,1
2,Kmeans,0.02199,1
2,Kmeans,0.488583,1
2,Kmeans,0.311242,1
2,Kmeans,0.414859,1
2,Kmeans,0.164022,0
2,Kmeans,0.114216,1
2,Kmeans,0.442697,1
2,Kmeans,0.450495,1
2,Kmeans,0.057065,0
2,Kmeans,0.44757,0
2,Kmeans,0.431042,1
2,Kmeans,0.274718,0
2,Kmeans,0.320154,1
2,Kmeans,0.005044,0
2,Kmeans,0.42107,1
2,Kmeans,0.448569,1
2,Kmeans,0.037352,0
2,Kmeans,0.095064,0
2,Kmeans,0.17009,1
2,Kmeans,0.443162,0
2,Kmeans,0.479026,1
2,Kmeans,0.50408,1
2,Kmeans,0.445123,0
2,Kmeans,0.350839,1
2,Kmeans,0.008548,0
2,Kmeans,0.443082,0
2,Kmeans,0.418378,1
2,Kmeans,0.352236,1
2,Kmeans,0.396224,1
2,Kmeans,0.311996,1
2,Kmeans,0.202589,1
2,Kmeans,0.324813,1
2,Kmeans,0.388765,1
2,Kmeans,0.377328,1
2,Kmeans,0.18707,1
2,Kmeans,0.415372,1
2,Kmeans,0.106631,0
2,Kmeans,0.027182,1
2,Kmeans,0.250679,0
2,Kmeans,0.451363,1
2,Kmeans,0.468908,1
2,Kmeans,0.111955,1
2,Kmeans,0.450626,0
2,Kmeans,0.263134,1
2,Kmeans,0.444611,1
2,Kmeans,0.378695,0
2,Kmeans,0.475142,0
2,Kmeans,0.337512,1
2,Kmeans,0.128512,1
2,Kmeans,0.448225,0
2,Kmeans,0.037875,0
2,Kmeans,0.19197,0
2,Kmeans,0.001049,1
2,Kmeans,0.084146,0
2,Kmeans,0.311996,1
2,Kmeans,0.197813,1
2,Kmeans,0.368996,1
2,Kmeans,0.395914,1
2,Kmeans,0.343532,0
2,Kmeans,0.368996,1
2,Kmeans,0.462615,0
2,Kmeans,0.424822,0
2,Kmeans,0.308084,1
2,Kmeans,0.213222,1
2,Kmeans,0.458905,0
2,Kmeans,0.470209,1
2,Kmeans,0.398542,0
2,Kmeans,0.010873,0
2,Kmeans,0.304691,1
2,Kmeans,0.43402,0
2,Kmeans,0.353742,0
2,Kmeans,0.480984,1
2,Kmeans,0.22374,0
2,Kmeans,0.328929,1
2,Kmeans,0.43677,1
2,Kmeans,0.322078,0
2,Kmeans,0.210042,1
2,Kmeans,0.437362,0
2,Kmeans,0.298957,1
2,Kmeans,0.441764,1
2,Kmeans,0.24645,0
2,Kmeans,0.424765,1
2,Kmeans,0.493856,1
2,Kmeans,0.095769,0
2,Kmeans,0.322596,1
2,Kmeans,0.107513,1
2,Kmeans,0.441583,1
2,Kmeans,0.215298,1
2,Kmeans,0.411583,0
2,Kmeans,0.366741,0
2,Kmeans,0.409848,1
2,Kmeans,0.320088,0
2,Kmeans,0.178432,1
2,Kmeans,0.26097,0
2,Kmeans,0.152274,0
2,Kmeans,0.35932,0
2,Kmeans,0.426918,1
2,Kmeans,0.257777,0
2,Kmeans,0.107465,1
2,Kmeans,0.409931,1
2,Kmeans,0.481465,1
2,Kmeans,0.354974,0
2,Kmeans,0.464376,0
2,Kmeans,0.314961,1
2,Kmeans,0.478294,0
2,Kmeans,0.293204,1
2,Kmeans,0.180102,0
2,Kmeans,0.455411,0
2,Kmeans,0.509298,1
2,Kmeans,0.281339,0
2,Kmeans,0.426824,0
2,Kmeans,0.382941,1
2,Kmeans,0.32233,1
2,Kmeans,0.381767,1
2,Kmeans,0.386132,0
2,Kmeans,0.359302,0
2,Kmeans,0.267383,1
2,Kmeans,0.260895,1
2,Kmeans,0.342802,1
2,Kmeans,0.185866,0
2,Kmeans,0.161487,1
2,Kmeans,0.403696,0
2,Kmeans,0.428362,0
2,Kmeans,0.313506,1
2,Kmeans,0.323067,1
2,Kmeans,0.258448,0
2,Kmeans,0.464376,0
2,Kmeans,0.454153,0
2,Kmeans,0.403041,1
2,Kmeans,0.107078,1
2,Kmeans,0.241021,0
2,Kmeans,0.305065,0
2,Kmeans,0.424244,1
2,Kmeans,0.402005,1
2,Kmeans,0.378695,0
2,Kmeans,0.364548,0
2,Kmeans,0.44203,1
2,Kmeans,0.298541,1
2,Kmeans,0.462615,0
2,Kmeans,0.35584,0
2,Kmeans,0.356756,0
2,Kmeans,0.422866,1
2,Kmeans,-0.026025,1
2,Kmeans,0.455439,1
2,Kmeans,0.279096,0
2,Kmeans,0.424163,0
2,Kmeans,0.42938,1
2,Kmeans,0.38385,1
2,Kmeans,0.39323,0
2,Kmeans,0.252692,0
2,Kmeans,0.475594,0
2,Kmeans,0.127615,1
2,Kmeans,0.059101,0
2,Kmeans,0.312489,0
2,Kmeans,0.332532,1
2,Kmeans,0.143834,0
2,Kmeans,0.299619,1
2,Kmeans,0.460159,1
2,Kmeans,0.483426,0
2,Kmeans,0.475722,1
2,Kmeans,0.467215,1
2,Kmeans,0.41981,1
2,Kmeans,0.34278,1
2,Kmeans,0.077048,0
2,Kmeans,0.198883,1
2,Kmeans,0.225987,0
2,Kmeans,0.346193,1
2,Kmeans,0.167026,1
2,Kmeans,0.35051,1
2,Kmeans,0.386023,1
2,Kmeans,0.298445,1
2,Kmeans,0.073039,1
2,Kmeans,0.403906,0
2,Kmeans,0.483961,1
2,Kmeans,0.279666,0
2,Kmeans,0.182897,1
2,Kmeans,0.332531,1
2,Kmeans,0.24179,1
2,Kmeans,0.202394,0
2,Kmeans,0.040954,0
2,Kmeans,0.371095,1
2,Kmeans,-0.015485,0
2,Kmeans,0.412628,1
2,Kmeans,0.435657,1
2,Kmeans,0.180374,1
2,Kmeans,0.377059,1
2,Kmeans,0.472247,1
2,Kmeans,0.130582,1
2,Kmeans,0.336253,1
2,Kmeans,0.455912,1
2,Kmeans,0.062693,0
2,Kmeans,0.500565,1
2,Kmeans,0.127966,0
2,Kmeans,0.345572,1
2,Kmeans,0.204116,1
2,Kmeans,0.068951,1
2,Kmeans,0.338327,1
2,Kmeans,0.082023,1
2,Kmeans,0.458095,1
2,Kmeans,0.142918,1
2,Kmeans,0.416016,0
2,Kmeans,0.380857,0
2,Kmeans,0.433243,1
2,Kmeans,0.249803,1
2,Kmeans,0.384413,1
2,Kmeans,0.045639,1
2,Kmeans,0.096438,0
2,Kmeans,0.085043,0
2,Kmeans,0.471117,0
2,Kmeans,0.492018,1
2,Kmeans,0.023362,0
2,Kmeans,0.353862,0
2,Kmeans,0.345712,0
2,Kmeans,-0.021589,0
2,Kmeans,0.422278,0
2,Kmeans,0.180858,0
2,Kmeans,0.493626,1
2,Kmeans,-0.013652,0
2,Kmeans,0.409434,1
2,Kmeans,-0.004555,0
2,Kmeans,0.10579,0
2,Kmeans,0.061039,1
2,Kmeans,0.448569,1
2,Kmeans,0.373627,1
2,Kmeans,0.224419,0
2,Kmeans,-1.8e-05,0
2,Kmeans,0.429629,1
2,Kmeans,0.191133,1
2,Kmeans,0.504024,1
2,Kmeans,0.440187,1
2,Kmeans,0.367989,0
2,Kmeans,0.130282,0
2,Kmeans,0.22374,0
2,Kmeans,0.142669,1
2,Kmeans,0.05282,1
2,Kmeans,0.226063,1
2,Kmeans,0.239751,1
2,Kmeans,0.380059,1
2,Kmeans,0.323659,1
2,Kmeans,0.492018,1
2,Kmeans,0.398425,0
2,Kmeans,0.19772,0
2,Kmeans,0.451363,1
2,Kmeans,0.092664,1
2,Kmeans,0.09458,1
2,Kmeans,0.244006,1
2,Kmeans,0.387268,1
2,Kmeans,0.468022,1
2,Kmeans,0.244006,1
2,Kmeans,0.310717,1
2,Kmeans,0.366607,1
2,Kmeans,0.383038,1
2,Kmeans,0.444873,0
2,Kmeans,0.189515,0
2,Kmeans,0.318621,1
2,Kmeans,0.415611,1
2,Kmeans,0.042113,0
2,Kmeans,0.406977,1
2,Kmeans,0.451672,1
2,Kmeans,0.380423,1
2,Kmeans,0.395086,0
2,Kmeans,0.390713,1
2,Kmeans,0.094836,1
2,Kmeans,0.060252,0
2,Kmeans,0.436097,1
2,Kmeans,0.217679,1
2,Kmeans,0.033117,0
2,Kmeans,0.068198,0
2,Kmeans,0.493171,1
2,Kmeans,0.26514,0
2,Kmeans,0.218302,1
2,Kmeans,0.421919,1
2,Kmeans,0.088928,1
2,Kmeans,0.199718,1
2,Kmeans,0.295632,1
2,Kmeans,0.400491,0
2,Kmeans,0.42941,1
2,Kmeans,0.395634,1
2,Kmeans,0.504741,1
2,Kmeans,0.212724,0
2,Kmeans,0.386386,1
2,Kmeans,0.483698,0
2,Kmeans,0.396215,1
2,Kmeans,0.254682,0
2,Kmeans,0.35105,1
2,Kmeans,0.38404,1
2,Kmeans,0.217169,0
2,Kmeans,0.214236,1
2,Kmeans,-0.020806,0
2,Kmeans,0.413205,0
2,Kmeans,0.330675,0
2,Kmeans,0.20828,1
2,Kmeans,0.300659,1
2,Kmeans,0.447952,1
2,Kmeans,0.115092,0
2,Kmeans,0.050447,0
2,Kmeans,0.413418,0
2,Kmeans,0.228743,0
2,Kmeans,0.402858,0
2,Kmeans,0.511776,1
2,Kmeans,0.114297,1
2,Kmeans,0.160195,0
2,Kmeans,0.304462,1
2,Kmeans,0.323212,1
2,Kmeans,0.371661,0
2,Kmeans,0.403696,0
2,Kmeans,0.459803,1
2,Kmeans,0.148728,1
2,Kmeans,0.3644,1
2,Kmeans,0.409002,0
2,Kmeans,0.329628,1
2,Kmeans,0.20302,1
2,Kmeans,0.406409,0
2,Kmeans,0.477305,1
2,Kmeans,0.393735,0
2,Kmeans,0.187032,0
2,Kmeans,0.094289,1
2,Kmeans,0.215634,1
2,Kmeans,0.441584,1
2,Kmeans,0.437788,1
2,Kmeans,0.11028,0
2,Kmeans,0.05845,0
2,Kmeans,0.394773,0
2,Kmeans,0.415464,1
2,Kmeans,0.130582,1
2,Kmeans,0.298445,1
2,Kmeans,0.368449,1
2,Kmeans,0.506345,1
2,Kmeans,0.460857,0
2,Kmeans,0.169085,1
2,Kmeans,0.431464,1
2,Kmeans,0.034513,0
2,Kmeans,0.405111,1
2,Kmeans,0.481029,0
2,Kmeans,0.336072,1
2,Kmeans,0.493528,1
2,Kmeans,0.086122,1
2,Kmeans,0.390617,1
2,Kmeans,0.25682,1
2,Kmeans,0.060862,1
2,Kmeans,0.289255,0
2,Kmeans,0.143825,1
2,Kmeans,0.326592,1
2,Kmeans,-0.020806,0
2,Kmeans,0.157264,1
2,Kmeans,0.488583,1
2,Kmeans,0.092731,0
2,Kmeans,0.476814,1
2,Kmeans,0.468908,1
2,Kmeans,0.411643,1
2,Kmeans,0.163584,1
2,Kmeans,0.196737,1
2,Kmeans,0.207434,1
2,Kmeans,0.368276,1
2,Kmeans,0.283467,1
2,Kmeans,0.257581,1
2,Kmeans,0.412636,1
2,Kmeans,0.330211,1
2,Kmeans,0.469035,0
2,Kmeans,0.353823,1
2,Kmeans,0.275676,0
2,Kmeans,0.251416,1
2,Kmeans,0.241093,1
2,Kmeans,0.233626,1
2,Kmeans,0.052166,0
2,Kmeans,0.479285,1
2,Kmeans,0.354523,1
2,Kmeans,0.207489,0
2,Kmeans,0.475142,0
2,Kmeans,0.365014,1
2,Kmeans,0.042118,1
2,Kmeans,0.450437,1
2,Kmeans,0.415555,1
2,Kmeans,0.484783,1
2,Kmeans,0.419362,1
2,Kmeans,0.371527,1
2,Kmeans,0.456106,1
2,Kmeans,0.390362,0
2,Kmeans,0.482792,1
2,Kmeans,0.418059,1
2,Kmeans,0.278879,1
2,Kmeans,0.49374,1
2,Kmeans,0.449441,1
2,Kmeans,0.126971,0
2,Kmeans,0.471916,1
2,Kmeans,0.057118,0
2,Kmeans,0.426324,1
2,Kmeans,0.040664,0
2,Kmeans,0.469387,0
2,Kmeans,0.385681,1
2,Kmeans,0.44203,1
2,Kmeans,0.387474,1
2,Kmeans,0.203737,0
2,Kmeans,0.381332,1
2,Kmeans,0.424122,1
2,Kmeans,0.445944,0
2,Kmeans,0.455963,0
2,Kmeans,0.381244,1
2,Kmeans,0.309174,0
2,Kmeans,0.46037,0
2,Kmeans,0.476528,1
2,Kmeans,0.482792,1
2,Kmeans,0.33342,1
2,Kmeans,0.086974,1
2,Kmeans,0.454255,0
2,Kmeans,0.172261,0
2,Kmeans,0.385878,0
2,Kmeans,0.394375,0
2,Kmeans,0.227436,0
2,Kmeans,0.423593,1
2,Kmeans,0.350696,1
2,Kmeans,0.134028,1
2,Kmeans,0.355737,1
2,Kmeans,0.425937,1
2,Kmeans,0.413899,0
2,Kmeans,0.418224,1
2,Kmeans,0.478424,1
2,Kmeans,0.484096,1
2,Kmeans,0.479026,1
2,Kmeans,0.018279,0
2,Kmeans,0.212884,1
2,Kmeans,0.287173,1
2,Kmeans,0.087691,0
2,Kmeans,0.094359,0
2,Kmeans,0.457491,1
2,Kmeans,0.417775,0
2,Kmeans,0.298733,0
2,Kmeans,0.218455,0
2,Kmeans,0.363391,1
2,Kmeans,0.156064,0
2,Kmeans,0.081759,0
2,Kmeans,0.392246,1
2,Kmeans,0.353052,1
2,Kmeans,0.187722,1
2,Kmeans,0.450942,0
2,Kmeans,0.115675,1
2,Kmeans,0.402762,1
2,Kmeans,0.310092,0
2,Kmeans,0.413859,1
2,Kmeans,0.491629,1
2,Kmeans,0.35942,1
2,Kmeans,0.226063,1
2,Kmeans,0.31523,0
2,Kmeans,0.417106,1
2,Kmeans,0.33597,0
2,Kmeans,0.432424,1
2,Kmeans,0.413859,1
2,Kmeans,0.265419,0
2,Kmeans,0.042185,0
2,Kmeans,0.07327,0
2,Kmeans,0.197018,1
2,Kmeans,0.503153,1
2,Kmeans,0.07195,0
2,Kmeans,0.241693,1
2,Kmeans,0.383097,1
2,Kmeans,0.408582,1
2,Kmeans,0.460451,1
2,Kmeans,0.12152,0
2,Kmeans,0.299517,1
2,Kmeans,0.196393,0
2,Kmeans,0.184033,1
2,Kmeans,-0.006255,1
2,Kmeans,0.211564,0
2,Kmeans,0.068198,0
2,Kmeans,0.356453,1
2,Kmeans,0.480594,0
2,Kmeans,0.28427,0
2,Kmeans,0.483961,1
2,Kmeans,0.26375,0
2,Kmeans,0.45662,0
2,Kmeans,0.478424,1
2,Kmeans,0.380196,1
2,Kmeans,0.443507,1
2,Kmeans,0.466833,1
2,Kmeans,0.39027,0
2,Kmeans,0.503153,1
2,Kmeans,0.18779,0
2,Kmeans,0.423631,0
2,Kmeans,0.462659,0
2,Kmeans,0.294497,0
2,Kmeans,0.254507,1
2,Kmeans,0.423593,1
2,Kmeans,0.422572,1
2,Kmeans,0.435786,0
2,Kmeans,0.227077,1
2,Kmeans,0.313805,1
2,Kmeans,0.473139,1
2,Kmeans,0.361334,1
2,Kmeans,0.41001,1
2,Kmeans,0.500446,1
2,Kmeans,0.229666,1
2,Kmeans,0.320907,0
2,Kmeans,0.093809,0
2,Kmeans,0.334567,1
2,Kmeans,0.473099,0
2,Kmeans,0.168321,0
2,Kmeans,0.256666,1
2,Kmeans,0.496133,1
2,Kmeans,0.061623,1
2,Kmeans,0.315964,1
2,Kmeans,0.325756,0
2,Kmeans,0.315895,1
2,Kmeans,0.311994,0
2,Kmeans,0.141032,0
2,Kmeans,0.445735,0
2,Kmeans,0.1002,0
2,Kmeans,0.161487,1
2,Kmeans,0.338327,1
2,Kmeans,0.386324,0
2,Kmeans,0.382413,1
2,Kmeans,0.367096,1
2,Kmeans,0.043527,1
2,Kmeans,0.457091,1
2,Kmeans,0.379638,1
2,Kmeans,0.116452,1
2,Kmeans,0.386409,1
2,Kmeans,0.287198,0
2,Kmeans,0.264895,1
2,Kmeans,0.097161,0
2,Kmeans,0.349449,1
2,Kmeans,0.247387,0
2,Kmeans,0.478424,1
2,Kmeans,0.110952,0
2,Kmeans,0.298989,1
2,Kmeans,0.367018,0
2,Kmeans,0.361178,1
2,Kmeans,0.394825,0
2,Kmeans,0.395,1
2,Kmeans,0.167026,1
2,Kmeans,0.464935,0
2,Kmeans,0.454693,1
2,Kmeans,0.459279,1
2,Kmeans,0.008796,0
2,Kmeans,0.437697,1
2,Kmeans,0.477045,1
2,Kmeans,0.433711,1
2,Kmeans,0.119758,0
2,Kmeans,0.476975,0
2,Kmeans,0.119871,1
2,Kmeans,0.28326,0
2,Kmeans,0.207065,0
2,Kmeans,0.123184,1
2,Kmeans,0.167041,1
2,Kmeans,0.130467,1
2,Kmeans,0.406409,0
2,Kmeans,0.418697,1
2,Kmeans,0.3037,0
2,Kmeans,0.428286,1
2,Kmeans,0.418148,1
2,Kmeans,0.443158,0
2,Kmeans,0.488056,1
2,Kmeans,0.398362,1
2,Kmeans,0.188043,1
2,Kmeans,0.320611,1
2,Kmeans,0.213595,1
2,Kmeans,0.304133,1
2,Kmeans,0.38288,0
2,Kmeans,0.181644,0
2,Kmeans,0.409856,1
2,Kmeans,0.408634,1
2,Kmeans,0.394375,0
2,Kmeans,0.365822,1
2,Kmeans,0.371069,0
2,Kmeans,0.308687,1
2,Kmeans,0.359433,1
2,Kmeans,0.324905,0
2,Kmeans,0.495554,1
2,Kmeans,0.39847,0
2,Kmeans,0.451672,1
2,Kmeans,0.356466,0
2,Kmeans,0.427529,0
2,Kmeans,0.420496,1
2,Kmeans,0.481277,1
2,Kmeans,0.368377,0
2,Kmeans,0.260503,1
2,Kmeans,0.444814,0
2,Kmeans,0.126399,1
2,Kmeans,0.418526,0
2,Kmeans,0.321221,1
2,Kmeans,0.237321,0
2,Kmeans,0.153883,0
2,Kmeans,0.21051,1
2,Kmeans,0.335803,1
2,Kmeans,0.446853,0
2,Kmeans,0.23441,0
2,Kmeans,0.328726,1
2,Kmeans,0.480409,1
2,Kmeans,0.500777,1
2,Kmeans,0.450437,1
2,Kmeans,0.235304,1
2,Kmeans,0.49374,1
2,Kmeans,0.456442,1
2,Kmeans,0.113195,1
2,Kmeans,0.119871,1
2,Kmeans,0.260885,1
2,Kmeans,0.087269,1
2,Kmeans,0.348921,1
2,Kmeans,0.20056,1
2,Kmeans,0.258959,1
2,Kmeans,0.41561,1
2,Kmeans,0.103248,0
2,Kmeans,0.073039,1
