k,type,score,label
2,Kmeans,0.188891,1
2,Kmeans,0.203253,1
2,Kmeans,0.204978,1
2,Kmeans,0.345974,1
2,Kmeans,-0.033011,0
2,Kmeans,0.247017,1
2,Kmeans,-0.028478,0
2,Kmeans,0.087134,0
2,Kmeans,0.273105,1
2,Kmeans,-0.01007,0
2,Kmeans,0.190389,1
2,Kmeans,0.008926,0
2,Kmeans,0.218345,1
2,Kmeans,0.195888,1
2,Kmeans,-0.044559,0
2,Kmeans,-0.024671,0
2,Kmeans,0.025085,0
2,Kmeans,0.180961,0
2,Kmeans,0.092875,1
2,Kmeans,0.014608,0
2,Kmeans,0.281846,1
2,Kmeans,0.291059,1
2,Kmeans,0.313965,1
2,Kmeans,0.161668,1
2,Kmeans,0.167408,1
2,Kmeans,-0.02196,0
2,Kmeans,0.263532,1
2,Kmeans,0.002183,0
2,Kmeans,0.249046,1
2,Kmeans,0.080526,0
2,Kmeans,0.26208,1
2,Kmeans,0.235553,1
2,Kmeans,0.20499,1
2,Kmeans,0.112904,1
2,Kmeans,0.078411,0
2,Kmeans,0.110972,0
2,Kmeans,0.143857,1
2,Kmeans,0.107697,1
2,Kmeans,0.213737,1
2,Kmeans,0.031777,0
2,Kmeans,0.332217,1
2,Kmeans,0.120746,0
2,Kmeans,0.191286,1
2,Kmeans,0.217898,1
2,Kmeans,0.29493,1
2,Kmeans,0.269841,1
2,Kmeans,0.060016,1
2,Kmeans,0.11302,1
2,Kmeans,0.3055,1
2,Kmeans,-0.021277,0
2,Kmeans,0.164069,0
2,Kmeans,0.189098,1
2,Kmeans,0.150485,1
2,Kmeans,0.244649,1
2,Kmeans,0.040008,0
2,Kmeans,0.108795,0
2,Kmeans,0.113895,0
2,Kmeans,0.193224,1
2,Kmeans,0.075552,0
2,Kmeans,0.04177,0
2,Kmeans,0.222803,1
2,Kmeans,0.198536,1
2,Kmeans,0.146942,1
2,Kmeans,0.089699,0
2,Kmeans,0.228363,1
2,Kmeans,0.162884,0
2,Kmeans,0.077406,0
2,Kmeans,0.197463,1
2,Kmeans,0.103737,0
2,Kmeans,0.017449,0
2,Kmeans,-0.030891,0
2,Kmeans,0.02944,0
2,Kmeans,0.213266,1
2,Kmeans,0.112688,1
2,Kmeans,0.211476,1
2,Kmeans,0.065922,0
2,Kmeans,0.29557,1
2,Kmeans,0.17623,0
2,Kmeans,0.117469,0
2,Kmeans,0.17101,1
2,Kmeans,0.117557,1
2,Kmeans,0.090202,0
2,Kmeans,0.312938,1
2,Kmeans,0.255729,1
2,Kmeans,0.214803,1
2,Kmeans,0.266501,1
2,Kmeans,0.296585,1
2,Kmeans,0.207858,0
2,Kmeans,0.05497,0
2,Kmeans,0.048136,0
2,Kmeans,0.147875,0
2,Kmeans,0.281838,1
2,Kmeans,0.077711,0
2,Kmeans,-0.00428,0
2,Kmeans,0.224065,1
2,Kmeans,0.163138,0
2,Kmeans,0.307161,1
2,Kmeans,-0.044798,0
2,Kmeans,0.327083,1
2,Kmeans,0.167889,0
2,Kmeans,0.110693,1
2,Kmeans,0.025197,0
2,Kmeans,0.18534,1
2,Kmeans,0.285808,1
2,Kmeans,0.129368,1
2,Kmeans,0.192788,1
2,Kmeans,0.054131,0
2,Kmeans,0.316462,1
2,Kmeans,0.01208,0
2,Kmeans,0.17251,0
2,Kmeans,0.151974,1
2,Kmeans,0.028267,0
2,Kmeans,0.180052,1
2,Kmeans,0.160843,1
2,Kmeans,0.225434,1
2,Kmeans,0.240976,1
2,Kmeans,0.134021,1
2,Kmeans,0.230802,1
2,Kmeans,0.112895,1
2,Kmeans,0.122935,0
2,Kmeans,0.31836,1
2,Kmeans,0.069106,0
2,Kmeans,0.144647,1
2,Kmeans,0.19481,0
2,Kmeans,0.186856,1
2,Kmeans,0.131007,1
2,Kmeans,0.078945,0
2,Kmeans,0.291343,1
2,Kmeans,-0.000941,0
2,Kmeans,0.203475,1
2,Kmeans,0.178272,0
2,Kmeans,0.110972,0
2,Kmeans,-0.106158,0
2,Kmeans,0.229112,1
2,Kmeans,0.054236,0
2,Kmeans,0.279959,1
2,Kmeans,0.072606,0
2,Kmeans,0.102407,1
2,Kmeans,0.265296,1
2,Kmeans,0.260053,1
2,Kmeans,-0.025456,0
2,Kmeans,0.179469,0
2,Kmeans,0.224344,1
2,Kmeans,0.02944,0
2,Kmeans,0.153106,1
2,Kmeans,0.023164,0
2,Kmeans,-0.027542,0
2,Kmeans,0.150597,1
2,Kmeans,0.257152,1
2,Kmeans,0.095197,0
2,Kmeans,0.239276,1
2,Kmeans,0.167246,1
2,Kmeans,0.216874,1
2,Kmeans,0.14337,1
2,Kmeans,-0.035881,0
2,Kmeans,-0.003865,0
2,Kmeans,0.009615,0
2,Kmeans,0.051189,0
2,Kmeans,0.329468,1
2,Kmeans,0.322915,1
2,Kmeans,0.206651,1
2,Kmeans,-0.060069,0
2,Kmeans,0.188709,1
2,Kmeans,0.31056,1
2,Kmeans,0.227063,1
2,Kmeans,0.03663,0
2,Kmeans,-0.053454,0
2,Kmeans,0.341302,1
2,Kmeans,0.11063,0
2,Kmeans,0.177654,0
2,Kmeans,0.144441,0
2,Kmeans,0.164156,0
2,Kmeans,0.037938,0
2,Kmeans,0.077414,0
2,Kmeans,0.102156,0
2,Kmeans,0.16566,1
2,Kmeans,0.054746,0
2,Kmeans,0.243227,1
2,Kmeans,0.052502,0
2,Kmeans,0.12801,0
2,Kmeans,0.23339,1
2,Kmeans,0.267825,1
2,Kmeans,0.095308,0
2,Kmeans,0.200168,1
2,Kmeans,0.040805,1
2,Kmeans,0.184015,0
2,Kmeans,0.047956,0
2,Kmeans,-0.001244,0
2,Kmeans,0.226228,1
2,Kmeans,0.080365,0
2,Kmeans,0.181452,1
2,Kmeans,0.310486,1
2,Kmeans,0.17309,1
2,Kmeans,0.089222,0
2,Kmeans,0.166158,1
2,Kmeans,0.361228,1
2,Kmeans,0.168712,1
2,Kmeans,0.188616,1
2,Kmeans,0.072793,1
2,Kmeans,-0.017351,0
2,Kmeans,0.001508,0
2,Kmeans,-0.024003,0
2,Kmeans,0.122576,0
2,Kmeans,0.042875,0
2,Kmeans,0.195173,1
2,Kmeans,0.102121,0
2,Kmeans,0.00915,0
2,Kmeans,0.172533,0
2,Kmeans,0.216874,1
2,Kmeans,0.101829,0
2,Kmeans,0.209818,1
2,Kmeans,0.017796,0
2,Kmeans,0.274682,1
2,Kmeans,0.06352,1
2,Kmeans,-0.042942,0
2,Kmeans,0.17385,0
2,Kmeans,0.096177,0
2,Kmeans,0.302139,1
2,Kmeans,0.156723,0
2,Kmeans,0.236533,1
2,Kmeans,0.128654,1
2,Kmeans,0.241009,1
2,Kmeans,0.28299,1
2,Kmeans,0.106556,1
2,Kmeans,0.029363,1
2,Kmeans,0.266501,1
2,Kmeans,0.264032,1
2,Kmeans,0.273868,1
2,Kmeans,0.216933,1
2,Kmeans,0.151018,0
2,Kmeans,0.150156,1
2,Kmeans,0.286732,1
2,Kmeans,-0.005145,0
2,Kmeans,0.170367,0
2,Kmeans,0.303188,1
2,Kmeans,0.079726,0
2,Kmeans,0.151887,0
2,Kmeans,0.041862,0
2,Kmeans,0.134522,0
2,Kmeans,0.266074,1
2,Kmeans,0.23729,1
2,Kmeans,0.077684,0
2,Kmeans,0.309937,1
2,Kmeans,0.219504,1
2,Kmeans,0.102914,0
2,Kmeans,0.205272,1
2,Kmeans,0.080044,0
2,Kmeans,0.050792,1
2,Kmeans,0.132049,0
2,Kmeans,0.084453,0
2,Kmeans,0.18106,0
2,Kmeans,0.014006,0
2,Kmeans,0.065276,0
2,Kmeans,0.25348,1
2,Kmeans,0.213407,1
2,Kmeans,0.076531,0
2,Kmeans,0.182082,1
2,Kmeans,0.195939,1
2,Kmeans,0.298916,1
2,Kmeans,0.080427,0
2,Kmeans,0.209969,1
2,Kmeans,0.13012,1
2,Kmeans,0.326947,1
2,Kmeans,-0.035765,0
2,Kmeans,0.188966,0
2,Kmeans,0.170436,1
2,Kmeans,0.010709,0
2,Kmeans,0.166271,1
2,Kmeans,0.06824,1
2,Kmeans,0.239384,1
2,Kmeans,0.2708,1
2,Kmeans,0.130641,1
2,Kmeans,-0.035305,0
2,Kmeans,-0.019596,0
2,Kmeans,0.053698,0
2,Kmeans,0.334425,1
2,Kmeans,0.309612,1
2,Kmeans,0.123309,0
2,Kmeans,0.238584,1
2,Kmeans,0.021957,1
2,Kmeans,0.162749,0
2,Kmeans,0.317332,1
2,Kmeans,0.10984,1
2,Kmeans,0.210312,1
2,Kmeans,0.113252,1
2,Kmeans,0.203516,1
2,Kmeans,0.138789,1
2,Kmeans,0.275197,1
2,Kmeans,0.197849,1
2,Kmeans,0.258629,1
2,Kmeans,0.24821,1
2,Kmeans,0.118372,1
2,Kmeans,0.088565,0
2,Kmeans,0.071802,0
2,Kmeans,0.195118,1
2,Kmeans,0.180041,1
2,Kmeans,0.17571,1
2,Kmeans,0.150589,0
2,Kmeans,0.083348,1
2,Kmeans,0.235871,1
2,Kmeans,0.028267,0
2,Kmeans,0.156244,0
2,Kmeans,0.09077,1
2,Kmeans,0.212281,1
2,Kmeans,0.082374,0
2,Kmeans,0.049129,0
2,Kmeans,0.10431,1
2,Kmeans,0.023299,0
2,Kmeans,0.078066,0
2,Kmeans,0.113252,1
2,Kmeans,0.15846,1
2,Kmeans,0.27352,1
2,Kmeans,0.206504,1
2,Kmeans,-0.000489,0
2,Kmeans,0.27352,1
2,Kmeans,0.150864,0
2,Kmeans,0.05367,0
2,Kmeans,0.264761,1
2,Kmeans,0.100985,1
2,Kmeans,0.186482,0
2,Kmeans,0.248806,1
2,Kmeans,0.056277,0
2,Kmeans,0.021304,1
2,Kmeans,0.157429,1
2,Kmeans,0.182096,0
2,Kmeans,-0.025615,0
2,Kmeans,0.281312,1
2,Kmeans,-0.037046,0
2,Kmeans,0.124087,1
2,Kmeans,0.276912,1
2,Kmeans,-0.029846,0
2,Kmeans,0.120311,1
2,Kmeans,0.136302,0
2,Kmeans,-0.076629,0
2,Kmeans,0.150022,1
2,Kmeans,0.17623,0
2,Kmeans,0.260862,1
2,Kmeans,0.317363,1
2,Kmeans,0.091658,1
2,Kmeans,0.224356,1
2,Kmeans,0.169496,1
2,Kmeans,0.305775,1
2,Kmeans,0.168149,1
2,Kmeans,0.112587,0
2,Kmeans,0.13247,0
2,Kmeans,0.291098,1
2,Kmeans,0.079087,0
2,Kmeans,0.154547,1
2,Kmeans,0.025043,0
2,Kmeans,0.100766,0
2,Kmeans,0.090598,0
2,Kmeans,0.270675,1
2,Kmeans,0.056052,0
2,Kmeans,0.210456,1
2,Kmeans,0.26456,1
2,Kmeans,0.338677,1
2,Kmeans,0.051189,0
2,Kmeans,0.224767,0
2,Kmeans,0.199757,1
2,Kmeans,0.092805,0
2,Kmeans,0.051613,1
2,Kmeans,0.040584,0
2,Kmeans,0.103678,0
2,Kmeans,0.345049,1
2,Kmeans,-0.043658,0
2,Kmeans,0.03214,0
2,Kmeans,0.294264,1
2,Kmeans,0.213412,1
2,Kmeans,0.197317,1
2,Kmeans,0.04643,0
2,Kmeans,0.011511,0
2,Kmeans,0.285289,1
2,Kmeans,0.204773,1
2,Kmeans,0.229928,1
2,Kmeans,0.128423,1
2,Kmeans,0.167091,1
2,Kmeans,0.14408,0
2,Kmeans,0.081296,0
2,Kmeans,0.232206,1
2,Kmeans,0.257625,1
2,Kmeans,0.072606,0
2,Kmeans,0.224767,0
2,Kmeans,0.028283,0
2,Kmeans,0.282111,1
2,Kmeans,0.017482,0
2,Kmeans,0.164069,0
2,Kmeans,0.069871,0
2,Kmeans,0.306671,1
2,Kmeans,0.204631,1
2,Kmeans,0.028267,0
2,Kmeans,0.033395,0
2,Kmeans,0.190485,1
2,Kmeans,0.272786,1
2,Kmeans,0.150864,0
2,Kmeans,-0.003543,0
2,Kmeans,0.089439,0
2,Kmeans,0.176347,1
2,Kmeans,0.023167,0
2,Kmeans,0.321464,1
2,Kmeans,-0.024557,0
2,Kmeans,0.079726,0
2,Kmeans,0.278753,1
2,Kmeans,0.260839,1
2,Kmeans,0.132049,0
2,Kmeans,0.158697,0
2,Kmeans,0.196248,0
2,Kmeans,0.235625,1
2,Kmeans,0.106809,1
2,Kmeans,0.047377,0
2,Kmeans,0.146561,1
2,Kmeans,0.151288,0
2,Kmeans,0.242137,1
2,Kmeans,0.28503,1
2,Kmeans,0.100407,0
2,Kmeans,0.277685,1
2,Kmeans,0.194233,1
2,Kmeans,0.184102,1
2,Kmeans,0.108087,1
2,Kmeans,0.07385,0
2,Kmeans,0.189098,1
2,Kmeans,0.103758,0
2,Kmeans,0.295061,1
2,Kmeans,0.151855,1
2,Kmeans,0.261936,1
2,Kmeans,0.216374,1
2,Kmeans,0.154693,1
2,Kmeans,0.09458,1
2,Kmeans,0.041453,0
2,Kmeans,0.231785,1
2,Kmeans,0.084796,0
2,Kmeans,0.171465,1
2,Kmeans,0.245083,1
2,Kmeans,-0.041998,0
2,Kmeans,0.101042,1
2,Kmeans,0.157288,1
2,Kmeans,0.262449,1
2,Kmeans,0.075867,1
2,Kmeans,0.211132,1
2,Kmeans,0.270442,1
2,Kmeans,0.16064,1
2,Kmeans,0.18022,1
2,Kmeans,0.259244,1
2,Kmeans,0.079275,1
2,Kmeans,0.193224,1
2,Kmeans,0.226099,1
2,Kmeans,-0.063774,0
2,Kmeans,0.269128,1
2,Kmeans,0.027083,0
2,Kmeans,0.216185,1
2,Kmeans,-0.017351,0
2,Kmeans,0.13756,1
2,Kmeans,0.182765,1
2,Kmeans,0.218996,1
2,Kmeans,0.331134,1
2,Kmeans,0.137474,1
2,Kmeans,0.164898,0
2,Kmeans,0.082756,0
2,Kmeans,0.231937,1
2,Kmeans,0.245361,1
2,Kmeans,0.267946,1
2,Kmeans,0.198976,1
2,Kmeans,0.054941,0
2,Kmeans,0.124056,1
2,Kmeans,0.090203,0
2,Kmeans,0.215163,1
2,Kmeans,0.141778,1
2,Kmeans,0.011169,0
2,Kmeans,0.018708,0
2,Kmeans,0.172092,1
2,Kmeans,0.149417,0
2,Kmeans,0.073805,1
2,Kmeans,0.277261,1
2,Kmeans,0.101505,1
2,Kmeans,0.327143,1
2,Kmeans,0.142816,1
2,Kmeans,0.080399,0
2,Kmeans,0.057641,1
2,Kmeans,0.2708,1
2,Kmeans,0.192777,1
2,Kmeans,0.000152,0
2,Kmeans,0.150109,1
2,Kmeans,0.285729,1
2,Kmeans,0.281852,1
2,Kmeans,0.294789,1
2,Kmeans,0.317122,1
2,Kmeans,0.028071,0
2,Kmeans,-0.04479,0
2,Kmeans,-0.037046,0
2,Kmeans,0.120352,1
2,Kmeans,0.212672,1
2,Kmeans,0.156012,1
2,Kmeans,0.218015,1
2,Kmeans,0.264894,1
2,Kmeans,0.186407,1
2,Kmeans,0.215163,1
2,Kmeans,0.159041,0
2,Kmeans,0.130286,0
2,Kmeans,0.195118,1
2,Kmeans,-0.029233,0
2,Kmeans,0.040774,0
2,Kmeans,0.251534,1
2,Kmeans,0.307161,1
2,Kmeans,0.240774,1
2,Kmeans,0.251534,1
2,Kmeans,0.193499,1
2,Kmeans,0.206492,1
2,Kmeans,0.248167,1
2,Kmeans,0.088019,0
2,Kmeans,-0.080746,0
2,Kmeans,0.09787,1
2,Kmeans,0.283537,1
2,Kmeans,0.136195,1
2,Kmeans,0.170994,1
2,Kmeans,0.291343,1
2,Kmeans,0.296571,1
2,Kmeans,0.03152,0
2,Kmeans,0.271286,1
2,Kmeans,0.055767,1
2,Kmeans,0.157257,1
2,Kmeans,0.266372,1
2,Kmeans,0.191406,1
2,Kmeans,0.155654,1
2,Kmeans,0.154111,1
2,Kmeans,0.286148,1
2,Kmeans,0.014459,1
2,Kmeans,0.17702,1
2,Kmeans,0.307759,1
2,Kmeans,0.165607,1
2,Kmeans,-0.025456,0
2,Kmeans,0.078763,1
2,Kmeans,0.037775,0
2,Kmeans,0.181214,1
2,Kmeans,0.22667,1
2,Kmeans,0.301082,1
2,Kmeans,0.139025,0
2,Kmeans,0.207454,1
2,Kmeans,0.107597,0
2,Kmeans,0.173354,1
2,Kmeans,0.162323,0
2,Kmeans,0.113614,1
2,Kmeans,0.159468,1
2,Kmeans,0.060536,0
2,Kmeans,0.161541,1
2,Kmeans,-0.030205,0
2,Kmeans,0.072109,0
2,Kmeans,0.013626,0
2,Kmeans,0.210139,1
2,Kmeans,0.195863,1
2,Kmeans,0.1037,1
2,Kmeans,0.065276,0
2,Kmeans,0.160843,1
2,Kmeans,0.028908,0
2,Kmeans,-0.02364,0
2,Kmeans,0.026339,0
2,Kmeans,0.20416,1
2,Kmeans,0.076732,1
2,Kmeans,0.099778,1
2,Kmeans,0.183686,1
2,Kmeans,0.171893,1
2,Kmeans,0.023761,0
2,Kmeans,0.14408,0
2,Kmeans,0.303797,1
2,Kmeans,0.201896,1
2,Kmeans,0.192512,1
2,Kmeans,0.079806,0
2,Kmeans,0.124633,1
2,Kmeans,0.227706,1
2,Kmeans,0.060317,0
2,Kmeans,0.342392,1
2,Kmeans,0.053942,0
2,Kmeans,0.089241,0
2,Kmeans,-0.033256,0
2,Kmeans,0.179198,1
2,Kmeans,0.169261,1
2,Kmeans,0.235326,1
2,Kmeans,0.126549,1
2,Kmeans,0.186577,1
2,Kmeans,0.095197,0
2,Kmeans,0.246409,1
2,Kmeans,0.079275,1
2,Kmeans,0.154693,1
2,Kmeans,0.223172,1
2,Kmeans,0.336193,1
2,Kmeans,0.205593,0
2,Kmeans,0.187271,1
2,Kmeans,0.259784,1
2,Kmeans,0.071403,0
2,Kmeans,0.183928,1
2,Kmeans,0.201542,0
2,Kmeans,0.273882,1
2,Kmeans,0.362537,1
2,Kmeans,0.177946,1
2,Kmeans,0.273105,1
2,Kmeans,0.188624,1
2,Kmeans,0.131571,1
2,Kmeans,0.051866,0
2,Kmeans,0.064239,1
2,Kmeans,0.253953,1
2,Kmeans,-0.030205,0
2,Kmeans,0.222317,1
2,Kmeans,0.182082,1
2,Kmeans,0.035584,1
2,Kmeans,0.10397,1
2,Kmeans,0.180041,1
2,Kmeans,0.283537,1
2,Kmeans,0.19787,1
2,Kmeans,-0.044411,0
2,Kmeans,0.268997,1
2,Kmeans,0.183052,1
2,Kmeans,0.143702,1
2,Kmeans,0.261635,1
2,Kmeans,0.267106,1
2,Kmeans,0.251234,1
2,Kmeans,0.186709,0
2,Kmeans,0.090407,1
2,Kmeans,0.057864,0
2,Kmeans,0.257161,1
2,Kmeans,0.254976,1
2,Kmeans,0.219349,1
2,Kmeans,0.157894,1
2,Kmeans,0.200672,1
2,Kmeans,0.117038,1
2,Kmeans,-0.03406,0
2,Kmeans,0.156244,0
2,Kmeans,0.214103,1
2,Kmeans,-0.044798,0
2,Kmeans,0.259433,1
2,Kmeans,0.231803,1
2,Kmeans,0.349807,1
2,Kmeans,0.1754,1
2,Kmeans,0.181452,1
2,Kmeans,0.200397,1
2,Kmeans,0.111561,0
2,Kmeans,0.345399,1
2,Kmeans,0.256515,1
2,Kmeans,0.289165,1
2,Kmeans,0.284586,1
2,Kmeans,0.203864,1
2,Kmeans,-0.051964,0
2,Kmeans,0.147929,1
2,Kmeans,0.102776,1
2,Kmeans,0.246977,1
2,Kmeans,0.058736,0
2,Kmeans,0.105703,0
2,Kmeans,0.164123,1
2,Kmeans,0.190485,1
2,Kmeans,0.233411,1
2,Kmeans,-0.085895,0
2,Kmeans,0.211476,1
2,Kmeans,0.307409,1
2,Kmeans,0.10277,0
2,Kmeans,0.182118,0
2,Kmeans,0.222744,1
2,Kmeans,0.014608,0
2,Kmeans,0.147836,0
2,Kmeans,0.343456,1
2,Kmeans,0.345399,1
2,Kmeans,0.281261,1
2,Kmeans,0.210113,1
2,Kmeans,0.082837,0
2,Kmeans,0.070778,0
2,Kmeans,-0.015653,0
2,Kmeans,0.122336,0
2,Kmeans,0.097787,0
2,Kmeans,0.175264,1
2,Kmeans,0.14082,1
2,Kmeans,0.169527,1
2,Kmeans,0.294505,1
2,Kmeans,0.325455,1
2,Kmeans,0.140419,0
2,Kmeans,0.145593,1
2,Kmeans,0.264431,1
2,Kmeans,0.263691,1
2,Kmeans,0.334425,1
2,Kmeans,0.136685,1
2,Kmeans,0.070694,1
2,Kmeans,0.209818,1
2,Kmeans,-0.075088,0
2,Kmeans,0.071807,0
2,Kmeans,0.175216,1
2,Kmeans,0.06423,0
2,Kmeans,0.187763,0
2,Kmeans,-0.014366,0
2,Kmeans,0.141848,1
2,Kmeans,0.128763,0
2,Kmeans,0.096756,1
2,Kmeans,0.280338,1
2,Kmeans,0.172899,1
2,Kmeans,0.258508,1
2,Kmeans,0.115067,0
2,Kmeans,0.157172,1
2,Kmeans,0.243513,1
2,Kmeans,0.165305,0
2,Kmeans,0.281429,1
2,Kmeans,0.241356,1
2,Kmeans,0.169542,1
2,Kmeans,0.156012,1
2,Kmeans,0.10498,0
2,Kmeans,0.212399,1
2,Kmeans,0.011193,0
2,Kmeans,0.241303,1
2,Kmeans,0.281429,1
2,Kmeans,0.148294,0
2,Kmeans,0.108337,1
2,Kmeans,0.150485,1
2,Kmeans,0.111569,1
2,Kmeans,0.263012,1
2,Kmeans,-0.015757,0
2,Kmeans,0.052119,1
2,Kmeans,0.251055,1
2,Kmeans,0.217587,1
2,Kmeans,0.298093,1
2,Kmeans,0.00167,0
2,Kmeans,0.197463,1
2,Kmeans,0.039566,0
2,Kmeans,0.240651,1
2,Kmeans,0.049559,0
2,Kmeans,0.019182,0
2,Kmeans,0.154111,1
2,Kmeans,0.26907,1
2,Kmeans,0.136322,0
2,Kmeans,0.058445,0
2,Kmeans,0.231785,1
2,Kmeans,-0.067222,0
2,Kmeans,0.138441,0
2,Kmeans,0.264431,1
2,Kmeans,0.20309,1
2,Kmeans,0.278257,1
2,Kmeans,0.164475,1
2,Kmeans,0.200083,0
2,Kmeans,0.263012,1
2,Kmeans,-0.001312,0
2,Kmeans,0.077406,0
2,Kmeans,0.229248,0
2,Kmeans,-0.037594,0
2,Kmeans,0.162736,1
2,Kmeans,0.175264,1
2,Kmeans,0.297695,1
2,Kmeans,0.145296,0
2,Kmeans,0.233422,1
2,Kmeans,0.244573,1
2,Kmeans,0.241617,1
2,Kmeans,0.29647,1
2,Kmeans,0.129472,1
2,Kmeans,0.258389,1
2,Kmeans,0.191577,1
2,Kmeans,-0.007636,0
2,Kmeans,0.049077,0
2,Kmeans,0.205736,1
2,Kmeans,0.117819,0
2,Kmeans,0.101284,0
2,Kmeans,0.183034,1
2,Kmeans,0.318622,1
2,Kmeans,0.012953,0
2,Kmeans,0.202362,1
2,Kmeans,0.009662,0
2,Kmeans,0.158894,1
2,Kmeans,-0.022427,0
2,Kmeans,0.142275,1
2,Kmeans,0.212076,0
2,Kmeans,0.144441,0
2,Kmeans,0.167091,1
2,Kmeans,0.182765,1
2,Kmeans,0.177057,0
2,Kmeans,0.18601,1
2,Kmeans,0.165898,1
2,Kmeans,-0.024003,0
2,Kmeans,0.184746,1
2,Kmeans,0.18777,1
2,Kmeans,0.03068,1
2,Kmeans,0.184257,1
2,Kmeans,0.19453,0
2,Kmeans,0.132094,1
2,Kmeans,0.119862,0
2,Kmeans,0.281192,1
2,Kmeans,0.086753,1
2,Kmeans,0.264431,1
2,Kmeans,0.058969,0
2,Kmeans,0.057733,1
2,Kmeans,0.001422,0
2,Kmeans,0.322915,1
2,Kmeans,0.210624,0
2,Kmeans,0.223468,1
2,Kmeans,0.151855,1
2,Kmeans,0.156653,0
2,Kmeans,0.260051,1
2,Kmeans,0.293949,1
2,Kmeans,0.207629,1
2,Kmeans,0.093499,1
2,Kmeans,0.214683,1
2,Kmeans,0.292718,1
2,Kmeans,0.103065,0
2,Kmeans,0.138696,0
2,Kmeans,0.110292,1
2,Kmeans,0.085762,1
2,Kmeans,0.159731,0
2,Kmeans,0.145189,1
2,Kmeans,0.164184,1
2,Kmeans,0.045273,1
2,Kmeans,0.060317,0
2,Kmeans,0.212218,1
2,Kmeans,0.136251,0
2,Kmeans,0.328093,1
2,Kmeans,0.153872,1
2,Kmeans,0.202279,0
2,Kmeans,0.308058,1
2,Kmeans,0.329156,1
2,Kmeans,-0.030613,0
2,Kmeans,0.253996,1
2,Kmeans,0.050292,1
2,Kmeans,0.257192,1
2,Kmeans,0.102516,0
2,Kmeans,0.077414,0
2,Kmeans,0.187205,1
2,Kmeans,0.210148,1
2,Kmeans,0.122336,0
2,Kmeans,0.166332,1
2,Kmeans,0.083793,0
2,Kmeans,0.218525,1
2,Kmeans,0.133702,1
2,Kmeans,0.138079,0
2,Kmeans,0.248778,1
2,Kmeans,-0.00083,0
2,Kmeans,0.291343,1
2,Kmeans,0.040504,0
2,Kmeans,0.088272,0
2,Kmeans,0.283316,1
2,Kmeans,0.259651,1
2,Kmeans,0.022622,0
2,Kmeans,0.281408,1
2,Kmeans,0.185981,0
2,Kmeans,0.130724,1
2,Kmeans,0.048341,0
2,Kmeans,0.24632,1
2,Kmeans,0.106286,1
2,Kmeans,0.115434,1
2,Kmeans,0.060016,1
2,Kmeans,0.158636,1
2,Kmeans,0.192565,0
2,Kmeans,0.069633,1
2,Kmeans,0.211408,1
2,Kmeans,0.175529,1
2,Kmeans,0.25969,1
2,Kmeans,0.259433,1
2,Kmeans,0.268359,1
2,Kmeans,0.284586,1
2,Kmeans,0.314973,1
2,Kmeans,-0.007706,0
2,Kmeans,0.110292,1
2,Kmeans,0.240771,1
2,Kmeans,0.043193,0
2,Kmeans,0.109661,1
2,Kmeans,0.187266,1
